product_id,product_name,category,mrp,selling_price,brand,unit
31415,Aspernatur 1L,Atta Rice & Dal,1128.58,857.94,"Kibe, Chawla and Din",L
31416,Nulla Box,Fruits & Vegetables,959.82,899.54,"Guha, Divan and Buch",L
31417,Debitis Box,Atta Rice & Dal,322.99,227.28,Dua Inc,Kg
31418,Quos 500g,Personal Care,1075.32,936.06,"Bora, Sen and Nanda",ml
31419,Ipsam 500g,Household,265.35,188.94,"Ganesan, Bobal and Sawhney",ml
31420,Omnis Jar,Household,517.06,427.12,Nagar Group,kg
31421,Ea Combo,Bakery,989.55,780.19,Cheema-Yohannan,Kg
31422,Doloribus Pack,Personal Care,1011.79,980.02,Aurora-Zachariah,Kg
31423,Modi Box,Baby Care,320.36,234.75,"Viswanathan, Magar and Gour",PC
31424,Vel 1L,Bakery,911.63,656.72,Jha-Sinha,ml
31425,Reprehenderit Pack,Pet Supplies,273.2,202.72,Krishnamurthy-Krish,L
31426,Perferendis 500g,Fruits & Vegetables,273.95,246.46,Lal PLC,L
31427,Voluptas 500g,Atta Rice & Dal,1124.57,988.88,"Kohli, Deo and Dada",pc
31428,Quisquam Jar,Bakery,599.12,500.02,Seshadri-Barad,L
31429,Explicabo Pack,Household,1015.87,784.59,Vaidya-Sagar,L
31430,Praesentium 500g,Personal Care,252.1,205.61,"Padmanabhan, Iyengar and Singhal",PC
31431,Ipsum Pack,Beverages,1028.96,942.48,Atwal Ltd,g
31432,Quam Box,Instant Food,492.3,484.72,Raj-Gandhi,g
31433,Ducimus Box,Personal Care,,91.9,"Iyer, Bakshi and Kata",pc
31434,Quam Box,Atta Rice & Dal,185.21,183.71,Peri Ltd,g
31435,Modi 500g,Bakery,584.1,413.31,"Nazareth, Dani and Nadkarni",Kg
31436,Consequatur Box,Dairy & Breakfast,477.88,468.17,Mittal-Natt,kg
31437,Dicta Pack,Pet Supplies,661.11,659.63,Rege and Sons,kg
31438,Temporibus Combo,Pet Supplies,783.9,637.9,"Sekhon, Radhakrishnan and Gole",ml
31439,Laboriosam Pack,Snacks,383.76,271.63,"Manda, Bains and Sen",Kg
31440,Delectus Combo,Household,812.7,658.1,Sengupta-Krishnamurthy,kg
31441,Deleniti 1L,Atta Rice & Dal,1050.46,,Nadkarni PLC,Kg
31442,Saepe Combo,Atta Rice & Dal,707.47,671.62,"Borra, Bajaj and Bhardwaj",ml
31443,Unde 500g,Baby Care,877.61,819.02,Agarwal-Badami,Kg
31444,Totam 500g,Personal Care,661.91,502.9,Kaur Ltd,ml
31445,Ut Box,Meat & Seafood,370.07,341.89,,g
31446,Quibusdam Box,Atta Rice & Dal,279.21,220.01,Ben and Sons,pc
31447,Tempora Combo,Pet Supplies,40.16,31.66,"Bahl, Mandal and Mammen",L
31448,Facere Jar,Fruits & Vegetables,350.07,256.12,"Kala, Setty and Kaur",PC
31449,Aperiam Box,Meat & Seafood,896.78,793.5,Jani LLC,kg
31450,Praesentium 500g,Bakery,551.07,423.87,Ram and Sons,L
31451,Et Combo,Baby Care,530.3,499.01,Bala-Jayaraman,pc
31452,Illo Jar,Bakery,296.55,296.29,Choudhary Ltd,kg
31453,Ea Box,Fruits & Vegetables,979.56,709.5,Shenoy-Karnik,Kg
31454,Ipsam Box,Beverages,227.28,171.26,"Dutta, Sodhi and Chakraborty",pc
31455,Perspiciatis 500g,Personal Care,111.19,105.19,"Pillay, Ganesan and Joshi",ml
31456,Sit 500g,Dairy & Breakfast,960.43,,Patel-Oza,Kg
31457,Culpa Pack,Atta Rice & Dal,1048.51,929.01,"Chadha, Dave and Arya",pc
31458,Repudiandae Combo,Fruits & Vegetables,826.45,633.0,Bera PLC,PC
31459,Ab 1L,Personal Care,1102.7,967.6,"Kalita, Dey and Chadha",ml
31460,Praesentium 1L,Baby Care,575.49,542.37,Dugal-Mall,g
31461,Blanditiis Pack,Beverages,91.36,87.16,Garg-Murthy,ml
31462,Ad Pack,Beverages,834.33,603.8,"Dass, Vora and Nanda",PC
31463,Cumque 1L,Baby Care,,649.41,Garde-Ravel,Kg
31464,Reiciendis Combo,Atta Rice & Dal,413.41,399.02,,kg
31465,Saepe Jar,Beverages,1102.97,1099.53,Rama-Mander,Kg
31466,Hic 500g,Baby Care,,908.91,"Garde, Nadkarni and Swaminathan",g
31467,Dolorem Pack,Meat & Seafood,,195.23,Bedi Ltd,Kg
31468,Ipsum Box,Pet Supplies,382.27,336.0,"Verma, Kari and Lalla",PC
31469,Cum Pack,Pet Supplies,119.14,86.01,"Pau, Jhaveri and Srivastava",PC
31470,Eaque Box,Baby Care,768.92,595.4,Vaidya-Arora,Kg
31471,Suscipit 500g,Snacks,513.09,395.39,Mahal-Pandey,g
31472,Quo 1L,Baby Care,780.69,572.1,"Dasgupta, Shah and Arora",g
31473,Rerum 500g,Baby Care,,909.44,Sarma-Seth,ml
31474,Nam Combo,Pet Supplies,999.44,834.21,Suri-Mahal,pc
31475,Quaerat 500g,Baby Care,759.07,742.64,Keer Group,pc
31476,Accusantium Jar,Household,850.09,644.03,Batra-Ganesan,g
31477,Veritatis Pack,Household,1014.49,966.35,Pandya Ltd,kg
31478,Debitis Pack,Fruits & Vegetables,341.82,305.25,"Patla, Saran and Kuruvilla",pc
31479,Neque Combo,Personal Care,,760.55,Kulkarni-Sheth,g
31480,Omnis Jar,Fruits & Vegetables,226.66,212.77,Gupta-Setty,Kg
31481,Quisquam 500g,Snacks,197.68,164.65,"Anne, Manda and Salvi",g
31482,Nostrum 500g,Bakery,114.06,,"Mand, Kohli and Shan",PC
31483,Temporibus 500g,Fruits & Vegetables,554.63,421.21,"Sethi, Wable and Natt",PC
31484,Error Box,Baby Care,834.95,608.71,"Ganesh, Dutta and Bhatia",ml
31485,Libero 500g,Pet Supplies,811.59,736.73,Malhotra-Sahota,g
31486,Tempora Pack,Instant Food,517.61,409.1,Chander-Lall,PC
31487,Nobis Pack,Meat & Seafood,288.14,257.68,"Kaul, Madan and Lanka",ml
31488,Ex Pack,Snacks,1029.14,803.5,"Puri, Bhardwaj and Chaudhari",g
31489,Aliquid Box,Household,467.34,379.09,Bobal-Devi,g
31490,Odit 500g,Instant Food,43.15,32.1,Bera LLC,kg
31491,Quo Jar,Instant Food,194.02,154.26,Chaudry-Gole,kg
31492,Voluptas 1L,Personal Care,1000.6,980.39,"Wali, Pradhan and Pingle",L
31493,Modi 1L,Beverages,897.17,841.34,Dua-Mohanty,ml
31494,Voluptate 500g,Meat & Seafood,22.27,18.63,Kale-Shah,kg
31495,Recusandae 500g,Bakery,494.56,383.27,Baral Ltd,kg
31496,Facilis Jar,Snacks,1168.98,987.12,"Khanna, Mall and Sengupta",g
31497,Distinctio Combo,Meat & Seafood,306.54,249.07,"Palla, Sridhar and Raman",g
31498,Atque Pack,Household,1065.37,832.89,"Cheema, Subramaniam and Arora",g
31499,Facilis Combo,Bakery,700.75,631.44,Rattan Group,g
31500,Optio Pack,Instant Food,62.26,49.15,Radhakrishnan-Bali,ml
31161,Facilis 1L,Bakery,699.63,697.99,"Rastogi, Sarkar and Chander",PC
30668,Doloremque Combo,Snacks,51.56,44.31,"Agate, Pingle and Chandran",PC
30950,Sit Jar,Snacks,785.51,760.56,"Sahota, Bhardwaj and Parekh",PC
31244,Facilis 500g,Bakery,193.48,147.85,Pant-Raja,g
30102,Blanditiis 1L,Baby Care,394.92,356.68,"Handa, Mangal and Koshy",kg
30195,Molestias Box,Beverages,488.21,412.28,"Barad, Lanka and Bose",PC
31344,A 1L,Meat & Seafood,345.43,245.05,Nayak and Sons,ml
31036,Nesciunt 1L,Household,1020.0,951.93,Dugar Inc,pc
30321,Porro Pack,Pet Supplies,783.2,656.34,Dalal and Sons,ml
30011,Consequuntur Combo,Bakery,580.16,494.06,Gupta-Gala,ml
30959,Maxime 500g,Bakery,461.06,336.97,Chatterjee-Shankar,ml
30165,Doloribus Combo,Bakery,189.97,165.28,Baral-Narayan,g
