order_id,customer_id,store_id,platform_id,order_datetime,promised_delivery_min,actual_delivery_min,order_status,payment_mode,order_value_inr,discount_inr
7000333,402006,6098,2,2025-04-02,10,4.0,Cancelled,UPI,402.58,
7000334,402118,6100,1,2023-04-29,20,9.0,Cancelled,UPI,1116.5,127.63
7000335,402862,6104,2,2024-11-10,10,,delivered,UPI,792.29,26.86
7000336,401021,6004,2,2024-10-31,30,18.0,CANCELLED,Wallet,3218.7,147.86
7000337,402847,6146,1,2025-07-04,30,33.0,Returned,UPI,1968.73,144.71
7000338,402956,6029,2,2023-11-30,30,18.0,CANCELLED,COD ,1415.47,75.91
7000339,400223,6143,1,2023-12-09,10,,In Transit,COD ,1116.85,181.4
7000340,403577,6099,3,2023-08-16,10,8.0,Delivered,upi,941.24,186.99
7000341,401356,6017,4,2025-02-05,30,44.0,Delivered,Card,1835.89,163.13
7000342,403884,6097,4,2024-02-26,30,21.0,CANCELLED,COD ,2073.24,10.9
7000343,400750,6147,1,2023-01-07,20,,CANCELLED,upi,2081.95,196.91
7000344,401795,6041,2,2025-03-09,15,9.0,Delivered,UPI,1020.65,54.23
7000345,402477,6117,1,2024-10-09,15,6.0,Delivered,Wallet,2176.6,19.52
7000346,403562,6019,1,18-Nov-2024,30,25.0,Delivered,Card,2587.16,180.67
7000347,403608,6015,1,2024-03-24,15,18.0,Delivered,upi,1713.27,96.54
7000348,402271,6025,3,02-Dec-2023,15,21.0,Returned,COD ,2657.52,130.75
7000349,403652,6066,2,11-04-2023,30,43.0,CANCELLED,UPI,746.2,23.97
7000350,401836,6040,4,16-May-2024,10,4.0,CANCELLED,COD,3023.7,
7000351,403425,6132,3,2025-06-22,30,51.0,CANCELLED,upi,2057.3,
7000352,400879,6110,4,07-Oct-2024,30,,CANCELLED,upi,3302.2,69.05
7000353,403143,6095,2,2024-03-25,10,8.0,Cancelled,COD ,1040.85,158.92
7000354,400706,6136,2,2025-05-09,10,2.0,Delivered,Card,2052.61,4.55
7000355,402988,6003,3,2023-07-12,10,9.0,Cancelled,COD ,1208.63,161.53
7000356,403620,6004,4,2023-09-18,10,10.0,CANCELLED,Card,,196.63
7000357,403021,6139,3,2024-11-20,20,2.0,CANCELLED,upi,945.29,131.04
7000358,403523,6115,4,2025-03-02,15,15.0,CANCELLED,Wallet,2838.01,175.43
7000359,400133,6113,3,2025-07-02,10,8.0,Cancelled,COD ,1520.32,152.67
7000360,401852,6103,4,2023-10-02,15,8.0,In Transit,Wallet,1475.12,
7000361,402136,6022,2,2025-01-21,10,15.0,Cancelled,UPI,920.31,
7000362,402376,6054,1,2025-05-19,20,28.0,Pending,COD,600.07,95.27
7000363,401932,6056,1,2023-04-15,20,16.0,In Transit,UPI,2062.7,143.23
7000364,402916,6073,1,2024-06-30,30,31.0,Cancelled,UPI,2292.41,167.3
7000365,401702,6127,4,2023-07-28,15,9.0,In Transit,Card,3273.73,131.25
7000366,400806,6035,3,03-21-2025,10,3.0,Returned,COD,1877.83,18.87
7000367,403817,6047,4,2023-06-03,20,20.0,Cancelled,COD,117.66,114.87
7000368,401917,6053,2,2024-11-07,15,19.0,Delivered,COD ,2941.39,177.49
7000369,402986,6126,1,2025-05-25,20,15.0,Delivered,COD,3394.64,44.55
7000370,402744,6042,2,2024-01-18,20,2.0,Delivered,upi,208.24,117.86
7000371,400378,6049,1,2023-08-21,15,19.0,CANCELLED,COD,1269.07,86.16
7000372,402459,6062,1,2023-10-05,30,17.0,delivered,Wallet,2307.6,2.16
7000373,401302,6129,3,2025-02-03,20,20.0,CANCELLED,Card,,46.99
7000374,402115,6095,1,2024-03-03,20,34.0,In Transit,COD ,1481.31,80.31
7000375,402536,6137,3,2023-11-20,30,29.0,Returned,COD,1848.33,
7000376,402605,6022,4,2025-02-09,30,20.0,delivered,Card,2529.77,107.07
7000377,400835,6095,3,2024-03-09,10,2.0,Delivered,upi,2802.49,
7000378,403419,6105,4,2025-03-23,20,29.0,CANCELLED,upi,123.96,135.46
7000379,402571,6028,2,2023-06-26,15,14.0,Returned,Card,1726.47,20.18
7000380,403191,6078,2,2024-12-25,15,19.0,delivered,upi,812.21,
7000381,403824,6130,4,20-Mar-2025,30,,CANCELLED,COD,3173.79,122.26
7000382,402388,6051,3,2023-05-18,30,29.0,delivered,Wallet,1665.9,
7000383,401367,6096,4,2023-09-26,10,7.0,Cancelled,COD ,2743.07,125.55
7000384,400580,6074,2,2025-01-14,10,2.0,Delivered,Card,1222.73,106.0
7000385,401988,6038,4,2024-12-21,30,5.0,Pending,UPI,1921.73,6.36
7000386,401135,6064,1,2024-12-05,15,2.0,Delivered,COD,1709.43,
7000387,403890,6056,4,05/09/2023,30,29.0,Delivered,UPI,1108.39,121.03
7000388,401998,6006,3,03/08/2023,10,8.0,Returned,upi,2093.59,138.23
7000389,400265,6102,1,2023-03-05,10,13.0,In Transit,Card,2830.37,37.47
7000390,400228,6029,1,2025-03-13,10,8.0,Delivered,Card,3449.3,
7000391,402513,6029,3,2024-04-12,15,16.0,Pending,COD,2296.44,28.93
7000392,400167,6145,3,2024-11-22,15,21.0,Delivered,UPI,2924.35,
7000393,400133,6114,1,2024-08-10,10,,Delivered,Card,1629.67,45.81
7000394,403969,6141,4,2025-05-24,20,17.0,Returned,COD,373.21,161.22
7000395,403062,6001,2,22-Apr-2024,15,2.0,In Transit,UPI,1852.29,127.16
7000396,403774,6026,1,02-28-2025,10,17.0,CANCELLED,COD ,211.07,178.03
7000397,401515,6068,4,06-19-2025,20,20.0,delivered,upi,571.45,
7000398,400506,6037,1,2024-10-01,30,33.0,CANCELLED,COD ,65.62,99.61
7000399,400375,6046,1,2024-08-16,20,32.0,delivered,Wallet,2208.77,107.03
7000400,400606,6111,3,2023-04-07,20,28.0,Pending,COD,,118.18
7000401,402322,6066,2,2023-04-15,20,19.0,In Transit,COD,1934.3,179.57
7000402,401076,6100,3,2023-10-03,10,,Returned,UPI,118.9,172.78
7000403,401143,6042,4,2025-05-11,10,2.0,delivered,upi,3476.29,40.66
7000404,403718,6050,2,2023-04-13,30,33.0,Returned,COD,721.23,187.24
7000405,402077,6020,4,2024-05-26,15,,Returned,upi,1777.9,127.17
7000406,400407,6049,1,2023-12-21,10,2.0,Pending,COD,2791.55,34.3
7000407,402980,6050,3,2024-03-09,15,25.0,Pending,COD,1631.64,
7000408,403331,6120,2,2024-12-19,10,4.0,Delivered,UPI,3325.97,27.05
7000409,401987,6051,4,15-Nov-2023,30,35.0,Pending,COD ,3351.81,108.33
7000410,401714,6086,2,2023-01-20,20,16.0,Delivered,UPI,882.68,32.48
7000411,402486,6030,3,2025-08-02,20,27.0,Delivered,Card,1637.04,20.4
7000412,403963,6129,1,2024-07-13,20,30.0,In Transit,Card,2287.87,6.32
7000413,403221,6071,1,2024-08-10,10,3.0,In Transit,UPI,2512.88,30.94
7000414,402347,6128,4,07/02/2023,15,2.0,Returned,UPI,3467.78,57.87
7000415,403978,6065,4,2023-02-22,20,18.0,Returned,COD ,2826.8,177.92
7000416,403870,6146,2,2024-02-26,20,26.0,CANCELLED,upi,781.29,81.28
7000417,402756,6109,3,2024-05-14,10,,Returned,COD ,3354.69,7.03
7000418,401803,6102,3,2024-06-12,20,15.0,delivered,Card,278.46,114.51
7000419,402397,6120,4,2024-07-22,30,33.0,Cancelled,COD ,3105.59,37.29
7000420,401864,6085,4,2025-06-24,20,,In Transit,Card,1330.13,102.92
7000421,402557,6001,2,2024-03-05,15,9.0,Pending,Card,3053.48,132.39
7000422,402849,6009,2,02-16-2023,20,8.0,Cancelled,COD,2444.74,119.88
7000423,400779,6054,4,2025-04-09,30,32.0,delivered,upi,601.73,109.01
7000424,403300,6108,3,2023-05-06,10,4.0,delivered,upi,2359.5,
7000425,402073,6034,3,2024-12-25,15,6.0,In Transit,Card,1606.4,131.29
7000426,401813,6104,1,2023-11-29,20,,Delivered,Card,1374.25,163.33
7000427,401843,6119,1,2023-09-06,20,8.0,In Transit,Card,938.36,112.7
7000428,401343,6130,4,10-28-2024,15,14.0,CANCELLED,UPI,166.47,180.43
7000429,401329,6070,3,2024-01-14,10,4.0,In Transit,upi,1926.21,110.61
7000430,402278,6073,2,2023-10-11,10,6.0,delivered,Wallet,,138.13
7000431,402206,6040,3,2024-08-10,30,24.0,CANCELLED,upi,467.27,158.79
7000432,400365,6069,4,2023-09-19,10,17.0,Delivered,upi,2951.27,131.37
7000433,402986,6058,2,2023-03-16,10,9.0,Cancelled,Wallet,,
7000434,401883,6058,1,2023-01-31,20,24.0,Pending,Card,925.81,22.44
7000435,400211,6110,1,2023-07-19,30,33.0,CANCELLED,Wallet,761.42,42.76
7000436,400072,6093,2,2025-02-28,15,8.0,delivered,UPI,886.21,63.71
7000437,400154,6038,1,2024-09-28,15,19.0,Returned,Wallet,3203.37,29.1
7000438,403782,6107,4,21-Oct-2023,10,,Delivered,COD ,2716.1,41.12
7000439,400940,6134,3,2023-12-21,20,22.0,Cancelled,COD,1069.19,
7000440,401992,6054,3,2024-07-11,30,26.0,delivered,COD ,1038.79,194.78
7000441,401147,6100,4,2023-12-15,15,11.0,In Transit,UPI,3032.87,40.86
7000442,403918,6074,4,2025-05-06,30,36.0,In Transit,COD,3317.24,34.01
7000443,402473,6131,2,2024-11-27,15,32.0,CANCELLED,upi,2723.61,165.46
7000444,403868,6065,1,2024-04-06,20,13.0,CANCELLED,upi,3086.21,44.7
7000445,401565,6118,1,2025-04-08,20,24.0,In Transit,Wallet,515.94,38.1
7000446,403525,6059,1,2023-06-07,10,,In Transit,upi,3380.52,136.39
7000447,403512,6086,2,2023-02-09,20,26.0,Delivered,upi,2321.65,69.95
7000448,400754,6096,3,05-09-2023,20,23.0,delivered,UPI,3424.45,
7000449,403057,6119,1,2023-11-24,15,23.0,delivered,COD ,841.91,117.09
7000450,401145,6056,1,2024-12-24,15,2.0,Pending,UPI,1020.2,94.61
7000451,401261,6064,3,2023-02-08,20,15.0,Pending,COD ,2204.14,134.74
7000452,402650,6111,3,2023-09-26,10,2.0,Delivered,upi,3170.8,138.28
7000453,402408,6136,4,2024-12-21,15,14.0,Returned,Wallet,505.3,132.35
7000454,401267,6132,4,2023-10-26,20,14.0,Delivered,Wallet,710.03,159.53
7000455,401874,6090,1,2023-09-22,20,14.0,Delivered,Wallet,1906.32,64.1
7000456,400818,6090,1,2024-05-29,20,25.0,Pending,COD,2154.97,
7000457,401924,6109,2,2023-09-10,10,25.0,Pending,Wallet,3342.96,93.71
7000458,400788,6088,4,2024-07-09,15,2.0,delivered,upi,3497.5,10.04
7000459,401887,6055,4,03-28-2024,20,17.0,Returned,upi,2353.11,167.64
7000460,400319,6026,4,05/03/2025,20,22.0,delivered,UPI,,
7000461,401581,6091,3,2023-01-19,20,20.0,Cancelled,COD,1779.28,16.06
7000462,403909,6043,3,2024-12-04,20,17.0,Cancelled,COD,1146.71,92.78
7000463,402535,6034,4,2024-09-06,15,4.0,Delivered,COD,,163.53
7000464,401175,6123,4,2023-05-16,20,12.0,Pending,Wallet,3221.7,46.15
7000465,403349,6021,2,2025-05-19,10,15.0,delivered,COD,,64.05
7000466,400706,6073,2,2024-06-03,20,28.0,delivered,UPI,1140.07,70.45
7000467,403008,6066,2,2023-11-12,20,20.0,CANCELLED,COD ,1536.2,10.86
7000468,401039,6118,3,2024-03-01,30,23.0,In Transit,COD,2692.21,3.78
7000469,400331,6099,4,2024-11-10,10,10.0,delivered,COD ,1155.42,59.85
7000470,400592,6100,3,10-Feb-2024,10,8.0,Pending,COD,2068.22,89.44
7000471,401062,6018,4,2024-11-11,10,14.0,Cancelled,Card,826.4,131.19
7000472,401398,6072,1,19-Dec-2023,20,20.0,Cancelled,COD,2153.4,40.63
7000473,402843,6102,2,2023-10-11,20,15.0,In Transit,upi,2556.48,50.37
7000474,400582,6082,1,2024-04-20,15,16.0,delivered,Card,992.39,61.44
7000475,401151,6008,1,2025-07-07,30,20.0,Returned,UPI,589.26,
7000476,403014,6078,1,2023-09-29,15,21.0,Delivered,UPI,2471.77,199.24
7000477,401511,6144,2,2025-03-02,20,29.0,Pending,UPI,2616.36,
7000478,400292,6022,3,2023-09-02,20,10.0,Cancelled,upi,1902.84,
7000479,403060,6006,1,2024-05-05,30,,delivered,Card,266.08,154.51
7000480,401187,6084,4,2025-07-25,30,22.0,Returned,UPI,337.57,77.27
7000481,402339,6014,4,2025-01-11,10,18.0,delivered,upi,1454.63,
7000482,401400,6143,3,2025-04-26,30,37.0,Returned,upi,1830.65,192.18
7000483,403331,6035,1,2023-08-25,30,28.0,Delivered,COD,1485.72,110.35
7000484,402743,6110,4,2024-03-10,15,,Delivered,COD,,
7000485,401102,6067,4,2024-07-18,15,11.0,Returned,COD,1369.84,181.69
7000486,403874,6074,4,2024-05-05,10,4.0,Pending,COD,2065.8,12.91
7000487,400751,6110,3,2024-01-22,30,25.0,Cancelled,Wallet,3477.44,
7000488,402489,6036,3,2024-03-30,30,28.0,Pending,COD ,2490.18,
7000489,403916,6029,3,2024-01-26,30,27.0,Cancelled,COD ,219.54,67.08
7000490,400743,6124,3,2024-09-22,20,21.0,In Transit,Card,2717.87,
7000491,401978,6051,1,2023-01-14,10,5.0,delivered,Wallet,3336.69,28.52
7000492,400281,6075,4,2024-01-22,20,26.0,Delivered,UPI,1571.85,41.26
7000493,400947,6046,1,2024-02-07,20,28.0,In Transit,Card,2329.61,103.12
7000494,400456,6105,4,2023-04-08,20,16.0,Pending,Card,792.21,
7000495,401962,6058,2,2023-02-20,20,8.0,Pending,Wallet,,151.23
7000496,403541,6146,3,2025-07-15,10,15.0,Pending,COD ,813.13,195.41
7000497,400479,6027,4,26/04/2023,30,39.0,CANCELLED,COD,2034.28,81.83
7000498,402480,6082,2,2024-04-11,10,8.0,Cancelled,upi,67.4,8.98
7000499,402747,6035,2,2023-02-28,30,19.0,Returned,UPI,1249.64,105.49
7000500,403848,6104,3,2024-05-19,10,12.0,Delivered,Card,,187.13
7000501,400893,6119,2,2023-09-22,15,27.0,CANCELLED,COD ,2746.79,180.18
7000502,401032,6084,3,2024-11-05,30,14.0,Pending,UPI,1387.75,56.35
7000503,403186,6054,1,2023-11-14,20,23.0,CANCELLED,COD ,2979.06,117.8
7000504,400189,6057,4,2023-05-18,10,7.0,Returned,Card,1834.57,71.86
7000505,401429,6057,3,2024-09-23,15,8.0,In Transit,COD ,2782.47,157.71
7000506,400162,6063,2,2023-08-02,10,13.0,In Transit,UPI,1291.39,
7000507,402670,6065,2,14-Mar-2023,20,9.0,Cancelled,Card,2074.86,168.42
7000508,400942,6116,2,2023-12-08,20,22.0,delivered,COD ,3219.43,195.53
7000509,402868,6022,4,2024-01-07,30,40.0,Delivered,UPI,,15.22
7000510,400952,6104,3,2024-06-13,15,16.0,In Transit,COD ,2776.8,102.6
7000511,403853,6114,2,2024-09-08,10,,CANCELLED,Card,2632.55,106.34
7000512,403448,6085,1,2025-03-02,10,2.0,Delivered,UPI,2627.51,
7000513,400059,6065,4,2025-02-11,15,4.0,Pending,COD ,2295.34,161.92
7000514,401440,6077,4,03-20-2025,10,2.0,Cancelled,Wallet,1341.05,177.2
7000515,403270,6025,3,2023-10-24,20,32.0,Cancelled,COD ,3219.88,72.6
7000516,400131,6016,2,2024-09-08,10,8.0,Delivered,Card,2737.79,
7000517,402080,6075,1,2025-07-05,15,6.0,In Transit,Card,2531.45,113.95
7000518,400379,6001,2,2025-04-22,30,19.0,Cancelled,Card,585.65,41.95
7000519,401278,6136,4,2024-06-15,10,2.0,Cancelled,COD ,2291.84,152.07
7000520,400371,6042,3,2024-03-26,30,27.0,Cancelled,UPI,2059.8,174.92
7000521,400492,6034,4,2024-10-22,20,9.0,Delivered,Wallet,1016.69,162.45
7000522,401527,6042,3,2024-02-05,30,43.0,Cancelled,Card,3486.13,83.82
7000523,403633,6118,1,2025-03-11,20,14.0,CANCELLED,COD,402.99,98.38
7000524,402059,6001,2,2023-01-25,20,13.0,Pending,COD,868.98,100.44
7000525,401240,6006,2,2023-08-17,10,12.0,Returned,UPI,2138.97,159.39
7000526,403456,6076,3,2023-03-10,15,26.0,Delivered,COD ,3421.72,52.97
7000527,402960,6047,1,2023-12-24,15,25.0,CANCELLED,COD,565.38,185.03
7000528,400125,6049,1,2024-11-16,30,26.0,Returned,Wallet,3364.92,34.67
7000529,403045,6076,4,2023-05-28,20,22.0,Cancelled,upi,198.03,177.9
7000530,401399,6097,2,06-02-2023,20,21.0,Returned,upi,2000.0,171.51
7000531,401274,6149,2,2023-10-25,10,14.0,CANCELLED,Card,849.35,39.48
7000532,402909,6093,1,01-15-2023,10,12.0,Delivered,Card,610.74,83.47
7000533,403009,6130,4,2025-07-27,20,12.0,CANCELLED,Wallet,235.42,26.23
7000534,402007,6017,3,2025-04-24,20,9.0,CANCELLED,COD,831.28,
7000535,400153,6102,2,2023-11-21,10,11.0,Pending,COD ,2280.62,181.04
7000536,403975,6134,4,2023-12-26,30,20.0,CANCELLED,Wallet,1365.36,105.47
7000537,403028,6149,3,2024-01-12,15,25.0,Cancelled,Wallet,2318.59,18.19
7000538,402681,6087,4,07/07/2023,10,10.0,Returned,Card,248.22,157.32
7000539,403718,6036,4,2025-07-15,10,2.0,Delivered,COD,1700.91,158.92
7000540,402660,6147,2,2025-06-12,15,12.0,Pending,upi,2802.26,141.57
7000541,400298,6026,2,2023-08-07,15,10.0,Delivered,upi,308.09,52.37
7000542,401473,6077,3,2024-06-24,30,28.0,Returned,Card,1294.57,84.66
7000543,400180,6103,2,04-29-2023,15,22.0,Delivered,COD ,775.46,47.42
7000544,402053,6078,1,03-11-2024,20,8.0,CANCELLED,upi,2325.55,160.3
7000545,402826,6068,1,2025-03-19,15,2.0,Returned,Card,3357.42,133.11
7000546,402137,6010,4,2025-03-14,10,12.0,Returned,Card,559.23,
7000547,401046,6094,2,2025-04-30,15,13.0,Returned,upi,2817.86,162.71
7000548,403821,6108,1,2023-03-18,30,31.0,CANCELLED,Card,160.53,
7000549,401812,6024,2,2023-03-28,20,23.0,delivered,UPI,2295.42,75.6
7000550,403152,6123,4,2024-04-15,20,18.0,CANCELLED,Card,887.74,78.0
7000551,403825,6053,2,12-18-2024,15,21.0,delivered,COD,2822.36,83.01
7000552,403227,6079,4,2023-11-17,10,2.0,Cancelled,COD ,836.9,112.32
7000553,401632,6137,2,2025-05-18,10,10.0,Delivered,COD ,1784.14,190.93
7000554,401995,6003,1,2024-07-07,10,3.0,delivered,upi,415.74,99.27
7000555,402014,6057,4,2024-10-19,20,10.0,Delivered,COD,2618.74,168.13
7000556,401116,6045,4,2025-06-28,15,19.0,Pending,COD,2115.19,159.91
7000557,402937,6143,1,2025-06-23,30,,Delivered,upi,2630.27,124.12
7000558,402010,6111,3,2024-06-16,10,2.0,In Transit,Card,1239.68,127.3
7000559,400161,6076,1,2024-05-10,20,11.0,CANCELLED,COD,1056.6,136.68
7000560,402628,6081,1,2024-12-09,10,12.0,In Transit,COD,793.31,36.38
7000561,403506,6010,3,2024-08-05,15,23.0,delivered,upi,3420.05,65.32
7000562,401399,6017,2,2024-12-08,15,9.0,Returned,COD ,865.61,139.39
7000563,403472,6127,2,2023-09-22,20,18.0,delivered,upi,1317.38,121.21
7000564,403885,6029,4,2024-11-26,10,2.0,Returned,COD ,825.52,51.87
7000565,402019,6058,2,2023-09-29,10,30.0,Returned,Wallet,2007.3,182.65
7000566,403819,6058,2,10/07/2025,10,13.0,In Transit,COD ,1721.88,85.72
7000567,401072,6080,2,2023-10-18,10,17.0,Cancelled,Card,2372.71,138.5
7000568,402471,6132,3,2025-01-27,10,15.0,CANCELLED,Card,2802.81,155.03
7000569,403057,6057,1,2023-09-02,10,17.0,Cancelled,upi,217.77,178.2
7000570,401586,6064,1,2024-09-24,10,14.0,Returned,upi,3474.51,130.78
7000571,403153,6023,1,2024-07-11,30,,CANCELLED,COD ,1780.53,137.72
7000572,400396,6001,4,2024-05-16,20,25.0,Pending,Wallet,2371.43,56.91
7000573,400271,6095,4,2025-01-31,20,20.0,Pending,COD ,502.55,
7000574,402396,6068,1,2023-03-01,15,25.0,delivered,Card,1209.22,
7000575,402564,6145,2,2023-06-13,15,9.0,Returned,COD ,714.19,28.63
7000576,401528,6004,2,2024-09-13,15,10.0,Returned,upi,1150.61,72.86
7000577,401190,6122,4,25-Apr-2023,30,35.0,Returned,COD ,1294.52,93.61
7000578,403304,6116,3,2023-05-10,10,20.0,Returned,Wallet,3239.69,99.05
7000579,401589,6068,2,2025-07-21,20,21.0,Pending,Wallet,2898.47,
7000580,400722,6015,4,17-May-2023,10,4.0,Pending,Wallet,2534.08,22.59
7000581,403145,6073,2,2023-06-29,30,,Returned,upi,3194.01,145.29
7000582,403339,6133,4,2023-04-25,30,26.0,In Transit,Card,589.31,176.48
7000583,403333,6077,3,2025-02-06,10,25.0,Cancelled,COD ,1982.43,22.21
7000584,403607,6121,2,2023-03-15,15,22.0,Delivered,COD,1412.11,5.96
7000585,401534,6075,3,04-Aug-2023,15,25.0,In Transit,UPI,1745.66,40.11
7000586,402952,6139,1,2023-04-30,10,12.0,Cancelled,Card,1846.3,187.34
7000587,403878,6091,1,2025-05-06,20,15.0,Cancelled,Wallet,3166.31,157.27
7000588,400135,6057,4,2023-03-17,10,19.0,In Transit,COD ,3230.55,30.23
7000589,400656,6063,3,2023-11-23,10,23.0,In Transit,upi,2561.48,55.75
7000590,401541,6080,2,2024-04-24,30,34.0,CANCELLED,Card,1137.17,
7000591,403217,6147,3,2024-05-08,20,19.0,In Transit,UPI,2389.04,
7000592,400303,6053,1,2025-02-20,15,23.0,In Transit,Card,1470.27,143.85
7000593,403343,6094,1,09-Aug-2023,10,7.0,CANCELLED,upi,170.94,33.4
7000594,403283,6014,2,25-Apr-2025,20,26.0,In Transit,COD,1356.78,27.25
7000595,400900,6080,1,2025-01-24,20,14.0,CANCELLED,UPI,444.99,138.71
7000596,401083,6044,1,2023-05-09,30,22.0,Pending,COD,2304.92,111.45
7000597,402479,6146,3,2023-06-19,10,14.0,Delivered,Wallet,2209.81,171.18
7000598,403623,6058,2,2025-03-20,10,12.0,Cancelled,upi,150.19,
7000599,402464,6125,2,2024-05-16,10,25.0,Pending,UPI,2027.39,26.0
7000600,400081,6090,3,2025-06-28,30,27.0,Pending,COD,3342.67,
7000601,402254,6025,4,2023-07-02,10,10.0,Returned,Wallet,2906.54,52.73
7000602,403146,6127,3,2023-05-04,30,20.0,Delivered,COD,1484.14,121.45
7000603,403501,6007,2,2024-03-03,20,5.0,Cancelled,COD ,1712.3,22.26
7000604,400511,6102,1,01-Aug-2023,20,5.0,Delivered,COD,886.17,183.82
7000605,401111,6021,2,2023-03-15,30,33.0,Delivered,Wallet,1092.37,80.86
7000606,401217,6019,1,2024-09-15,30,20.0,Returned,COD,2648.94,15.79
7000607,400443,6076,2,2023-09-28,20,29.0,Pending,COD ,2676.57,143.17
7000608,402171,6068,4,2023-12-21,30,41.0,delivered,UPI,1973.07,106.22
7000609,403636,6095,2,2024-09-21,20,17.0,delivered,Card,3220.36,119.02
7000610,400350,6060,4,2025-01-28,20,33.0,Delivered,COD ,2794.87,79.6
7000611,401710,6010,4,2024-04-24,20,21.0,Returned,Wallet,1878.3,109.56
7000612,402789,6131,4,2024-01-24,30,38.0,delivered,COD ,3361.21,58.79
7000613,402045,6089,3,2025-01-26,30,28.0,CANCELLED,COD,512.89,30.8
7000614,403065,6070,2,2025-07-21,30,37.0,Cancelled,upi,1713.31,94.14
7000615,402359,6030,3,2024-08-18,10,2.0,Returned,Card,666.76,161.53
7000616,402682,6132,2,2024-02-07,20,24.0,delivered,UPI,2372.99,75.13
7000617,401751,6059,3,2024-04-10,30,26.0,Returned,COD,,198.44
7000618,403410,6015,3,2025-01-13,15,13.0,delivered,UPI,234.9,199.06
7000619,401794,6076,3,2025-04-07,15,20.0,delivered,UPI,1731.55,139.96
7000620,402681,6032,1,2025-06-08,10,11.0,Returned,Wallet,204.23,165.31
7000621,400450,6061,1,2024-04-08,30,29.0,In Transit,upi,,161.3
7000622,403131,6060,1,2024-10-18,10,15.0,Delivered,COD,1717.74,163.18
7000623,400087,6025,3,2024-03-07,15,21.0,delivered,Card,,108.81
7000624,402079,6083,4,2023-07-29,20,8.0,delivered,upi,528.51,161.81
7000625,402377,6019,4,2024-07-10,15,19.0,Returned,Card,2320.23,49.52
7000626,400141,6035,2,2025-03-05,20,25.0,CANCELLED,COD,1671.12,153.08
7000627,400627,6113,2,20-Aug-2023,15,8.0,In Transit,Wallet,3402.07,67.05
7000628,400423,6042,3,2024-06-30,20,,CANCELLED,UPI,,
7000629,403445,6141,4,2025-07-20,20,,Cancelled,UPI,1770.53,136.24
7000630,401775,6121,2,2023-01-12,10,21.0,Delivered,COD ,3103.67,168.93
7000631,403802,6150,3,01/06/2024,15,13.0,delivered,COD ,2087.29,
7000632,403991,6118,1,2024-09-19,10,9.0,Returned,COD ,1274.26,30.59
7000633,401525,6030,2,2025-05-24,20,29.0,Pending,Card,2072.82,137.97
7000634,400102,6111,2,2024-11-29,10,8.0,Returned,UPI,1580.36,109.16
7000635,401759,6032,4,2023-06-02,20,24.0,Pending,UPI,582.45,158.97
7000636,402310,6110,2,2023-08-02,30,21.0,Returned,Card,426.98,
7000637,403967,6087,1,2025-03-14,30,25.0,delivered,COD ,3132.95,183.61
7000638,401259,6076,1,2025-04-19,20,8.0,Returned,upi,447.23,45.42
7000639,403580,6101,1,31/10/2024,20,18.0,delivered,UPI,3242.18,146.49
7000640,401575,6032,1,2023-07-13,30,38.0,Returned,COD,676.67,
7000641,400099,6046,4,2024-10-30,15,16.0,Returned,upi,3007.59,
7000642,401765,6048,2,31-Jan-2024,10,17.0,Delivered,COD ,895.67,87.39
7000643,401144,6049,3,2023-04-17,20,11.0,Cancelled,COD,,152.54
7000644,400582,6061,4,2023-08-28,20,12.0,CANCELLED,Card,1309.88,174.26
7000645,403572,6089,1,2023-11-19,20,16.0,Pending,Wallet,2352.2,8.89
7000646,403966,6065,4,05-27-2024,15,19.0,Cancelled,COD ,1939.21,183.87
7000647,402212,6126,4,2023-05-30,10,12.0,In Transit,COD ,440.11,26.46
7000648,401810,6116,3,2024-07-11,30,29.0,Returned,upi,1821.91,169.77
7000649,401099,6146,3,2024-05-09,30,34.0,CANCELLED,Card,450.16,43.24
7000650,401728,6076,1,2025-02-26,20,18.0,delivered,Wallet,555.58,39.73
7000651,401488,6148,3,2025-04-18,20,19.0,delivered,upi,1645.4,
7000652,402811,6048,1,2025-05-22,20,30.0,In Transit,COD ,3193.49,121.37
7000653,402707,6116,1,2024-03-14,15,10.0,Cancelled,Card,1836.32,52.23
7000654,402211,6065,1,2023-11-04,10,11.0,In Transit,upi,,152.03
7000655,400093,6091,4,08-Feb-2025,10,22.0,Returned,COD,3144.18,195.67
7000656,401215,6067,1,2024-01-11,20,20.0,In Transit,Card,3190.4,48.55
7000657,401312,6067,4,2024-04-04,20,25.0,delivered,Card,1565.24,180.84
7000658,400352,6070,1,10-Dec-2023,15,10.0,Cancelled,upi,1158.39,85.25
7000659,400098,6033,4,06-26-2023,15,30.0,Cancelled,upi,2450.29,36.48
7000660,400525,6007,2,2024-04-27,15,2.0,CANCELLED,COD ,3219.38,48.16
